Vendor_ID,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_rate, Total Spend , Savings ,Defective_Rate,Comp_rate
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1680,88.85,87.53,155,Yes,70.18," ? 1,47,050.40 "," ? 2,217.60 ",9.23,61%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1375,30.95,30.02,223,Yes,70.18," ? 41,277.50 "," ? 1,278.75 ",16.22,61%
Vendor_03,Delta_Logistics,2023,Electronics,Partially Delivered,1971,32.4,30.48,321,Yes,10.53," ? 60,076.08 "," ? 3,784.32 ",16.29,61%
Vendor_03,Delta_Logistics,2022,Raw Materials,Pending,1326,59.49,56.21,155,Yes,9.94," ? 74,534.46 "," ? 4,349.28 ",11.69,61%
Vendor_03,Delta_Logistics,2023,MRO,Cancelled,548,69.7,61.87,90,Yes,9.36," ? 33,904.76 "," ? 4,290.84 ",16.42,61%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,803,67.81,61.53,78,Yes,70.51," ? 49,408.59 "," ? 5,042.84 ",9.71,76%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,84,18.23,15.55,0,Yes,75.89," ? 1,306.20 ", ? 225.12 ,0.00,94%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,776,94.75,90.89,19,Yes,72.29," ? 70,530.64 "," ? 2,995.36 ",2.45,98%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,898,37.12,35.54,18,No,75.89," ? 31,914.92 "," ? 1,418.84 ",2.00,6%
Vendor_02,Beta_Supplies,2023,Office Supplies,Cancelled,139,23.71,20.18,14,Yes,8.97," ? 2,805.02 ", ? 490.67 ,10.07,76%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,825,99.89,97.65,30,Yes,72.03," ? 80,561.25 "," ? 1,848.00 ",3.64,86%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,654,96.01,90.31,10,Yes,75.89," ? 59,062.74 "," ? 3,727.80 ",1.53,94%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1995,88.47,82.65,87,No,72.03," ? 1,64,886.75 "," ? 11,610.90 ",4.36,14%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1019,91.56,77.93,111,No,70.51," ? 79,410.67 "," ? 13,888.97 ",10.89,24%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,1675,73.8,65.34,42,Yes,10.84," ? 1,09,444.50 "," ? 14,170.50 ",2.51,98%
Vendor_05,Gamma_Co,2022,Raw Materials,Pending,1071,60.77,58.5,55,Yes,11.19," ? 62,653.50 "," ? 2,431.17 ",5.14,86%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,467,19.17,17.11,49,Yes,70.51," ? 7,990.37 ", ? 962.02 ,10.49,76%
Vendor_03,Delta_Logistics,2022,MRO,Pending,164,48.16,47.46,27,Yes,9.94," ? 7,783.44 ", ? 114.80 ,16.46,61%
Vendor_04,Epsilon_Group,2022,Electronics,Cancelled,666,43.76,41.13,18,Yes,8.43," ? 27,392.58 "," ? 1,751.58 ",2.70,98%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1976,34.71,31.56,286,No,10.53," ? 62,362.56 "," ? 6,224.40 ",14.47,39%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1269,79.61,71.86,47,Yes,72.29," ? 91,190.34 "," ? 9,834.75 ",3.70,98%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,875,57.63,51.8,16,Yes,72.29," ? 45,325.00 "," ? 5,101.25 ",1.83,98%
Vendor_01,Alpha_Inc,2022,Packaging,Partially Delivered,1574,17.9,15.85,31,Yes,7.09," ? 24,947.90 "," ? 3,226.70 ",1.97,94%
Vendor_04,Epsilon_Group,2023,Office Supplies,Partially Delivered,1699,32.05,29.34,69,Yes,8.43," ? 49,848.66 "," ? 4,604.29 ",4.06,98%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1566,75.43,71.27,27,Yes,75.89," ? 1,11,608.82 "," ? 6,514.56 ",1.72,94%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1148,17.78,17.16,61,Yes,72.03," ? 19,699.68 ", ? 711.76 ,5.31,86%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,462,91.81,83.14,11,Yes,72.29," ? 38,410.68 "," ? 4,005.54 ",2.38,98%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1449,57.02,49.28,71,Yes,72.03," ? 71,406.72 "," ? 11,215.26 ",4.90,86%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1493,56.98,52.51,43,Yes,72.29," ? 78,397.43 "," ? 6,673.71 ",2.88,98%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,778,65.85,62.08,24,No,75.89," ? 48,298.24 "," ? 2,933.06 ",3.08,6%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1350,85.06,82.34,155,No,10.53," ? 1,11,159.00 "," ? 3,672.00 ",11.48,39%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1070,44.4,40.07,26,Yes,72.29," ? 42,874.90 "," ? 4,633.10 ",2.43,98%
Vendor_02,Beta_Supplies,2022,Packaging,Pending,810,71.02,66.8,73,Yes,12.18," ? 54,108.00 "," ? 3,418.20 ",9.01,76%
Vendor_03,Delta_Logistics,2023,Packaging,Cancelled,725,66.4,62.1,118,Yes,9.36," ? 45,022.50 "," ? 3,117.50 ",16.28,61%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1467,34.2,30.5,25,Yes,75.89," ? 44,743.50 "," ? 5,427.90 ",1.70,94%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,1942,93.98,81.31,198,Yes,70.51," ? 1,57,904.02 "," ? 24,605.14 ",10.20,76%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,506,84.63,72.69,20,Yes,72.03," ? 36,781.14 "," ? 6,041.64 ",3.95,86%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,969,76.53,75.64,30,Yes,75.89," ? 73,295.16 ", ? 862.41 ,3.10,94%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,241,87.42,82.15,155,Yes,70.18," ? 19,798.15 "," ? 1,270.07 ",64.32,61%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,788,97.3,94.44,32,Yes,72.03," ? 74,418.72 "," ? 2,253.68 ",4.06,86%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1762,74.12,65.71,94,Yes,72.03," ? 1,15,781.02 "," ? 14,818.42 ",5.33,86%
Vendor_01,Alpha_Inc,2022,Raw Materials,Pending,1172,85.76,81.43,25,Yes,7.80," ? 95,435.96 "," ? 5,074.76 ",2.13,94%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1621,75.68,73.78,226,No,70.18," ? 1,19,597.38 "," ? 3,079.90 ",13.94,39%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1027,73.35,65.42,24,No,75.89," ? 67,186.34 "," ? 8,144.11 ",2.34,6%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1058,65.68,57.21,101,Yes,70.51," ? 60,528.18 "," ? 8,961.26 ",9.55,76%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,145,85.52,81.86,11,No,70.51," ? 11,869.70 ", ? 530.70 ,7.59,24%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1737,24.88,24.28,46,Yes,72.29," ? 42,174.36 "," ? 1,042.20 ",2.65,98%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,712,92.85,89.39,43,Yes,72.03," ? 63,645.68 "," ? 2,463.52 ",6.04,86%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1263,90.24,86.84,28,Yes,72.29," ? 1,09,678.92 "," ? 4,294.20 ",2.22,98%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1809,13.58,12.68,155,No,70.18," ? 22,938.12 "," ? 1,628.10 ",8.57,39%
Vendor_02,Beta_Supplies,2023,Electronics,Cancelled,86,93.6,88.22,5,Yes,8.97," ? 7,586.92 ", ? 462.68 ,5.81,76%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1853,21.92,20.72,33,Yes,72.29," ? 38,394.16 "," ? 2,223.60 ",1.78,98%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,1442,43.98,41.82,140,No,70.51," ? 60,304.44 "," ? 3,114.72 ",9.71,24%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,1768,79.61,74.97,207,No,12.18," ? 1,32,546.96 "," ? 8,203.52 ",11.71,24%
Vendor_02,Beta_Supplies,2023,Electronics,Partially Delivered,1598,26.3,26.03,154,No,8.33," ? 41,595.94 ", ? 431.46 ,9.64,24%
Vendor_01,Alpha_Inc,2023,MRO,Cancelled,328,93.23,82.63,6,Yes,9.22," ? 27,102.64 "," ? 3,476.80 ",1.83,94%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,266,88.29,80.22,4,Yes,72.29," ? 21,338.52 "," ? 2,146.62 ",1.50,98%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,916,59.01,53.37,47,Yes,72.03," ? 48,886.92 "," ? 5,166.24 ",5.13,86%
Vendor_04,Epsilon_Group,2022,Packaging,Cancelled,922,10.84,9.27,29,Yes,8.43," ? 8,546.94 "," ? 1,447.54 ",3.15,98%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1871,39.42,37.41,101,No,72.03," ? 69,994.11 "," ? 3,760.71 ",5.40,14%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,1346,72.08,67.04,38,Yes,72.29," ? 90,235.84 "," ? 6,783.84 ",2.82,98%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1954,99.78,87.47,57,Yes,72.29," ? 1,70,916.38 "," ? 24,053.74 ",2.92,98%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,111,68.53,65.22,11,Yes,70.51," ? 7,239.42 ", ? 367.41 ,9.91,76%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,645,35.05,30.88,27,Yes,11.19," ? 19,917.60 "," ? 2,689.65 ",4.19,86%
Vendor_05,Gamma_Co,2022,Electronics,Cancelled,1953,68.07,62.95,87,Yes,4.20," ? 1,22,941.35 "," ? 9,999.36 ",4.45,86%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,778,64.17,61.6,47,Yes,72.03," ? 47,924.80 "," ? 1,999.46 ",6.04,86%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1415,80.19,78.34,33,Yes,72.29," ? 1,10,851.10 "," ? 2,617.75 ",2.33,98%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,446,20.61,19.46,14,Yes,72.03," ? 8,679.16 ", ? 512.90 ,3.14,86%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,748,85.95,79.16,32,Yes,72.29," ? 59,211.68 "," ? 5,078.92 ",4.28,98%
Vendor_01,Alpha_Inc,2023,Electronics,Pending,1092,65.17,63.11,21,Yes,7.80," ? 68,916.12 "," ? 2,249.52 ",1.92,94%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,226,102.47,99.16,28,Yes,70.51," ? 22,410.16 ", ? 748.06 ,12.39,76%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1685,43.42,42.24,262,Yes,70.18," ? 71,174.40 "," ? 1,988.30 ",15.55,61%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,445,68.94,60.35,7,Yes,75.89," ? 26,855.75 "," ? 3,822.55 ",1.57,94%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,494,94.82,81.89,29,Yes,72.03," ? 40,453.66 "," ? 6,387.42 ",5.87,86%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1306,21.05,18.27,128,Yes,70.51," ? 23,860.62 "," ? 3,630.68 ",9.80,76%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1988,105.2,93.23,187,Yes,70.51," ? 1,85,341.24 "," ? 23,796.36 ",9.41,76%
